result_table,result_row,field,value
ap_small_certified_cplex,1,instance_name,ap10_loose_q3_a020
ap_small_certified_cplex,1,scale,ap10
ap_small_certified_cplex,1,setting,loose
ap_small_certified_cplex,1,q,3
ap_small_certified_cplex,1,alpha,0.2
ap_small_certified_cplex,1,time_limit_s,300
ap_small_certified_cplex,1,status_class,certified_optimal
ap_small_certified_cplex,1,objective,318003.825274171
ap_small_certified_cplex,1,best_bound,318003.825274171
ap_small_certified_cplex,1,gap,0
ap_small_certified_cplex,1,runtime_s,1.09764313697815
ap_small_certified_cplex,2,instance_name,ap10_loose_q3_a030
ap_small_certified_cplex,2,scale,ap10
ap_small_certified_cplex,2,setting,loose
ap_small_certified_cplex,2,q,3
ap_small_certified_cplex,2,alpha,0.3
ap_small_certified_cplex,2,time_limit_s,300
ap_small_certified_cplex,2,status_class,certified_optimal
ap_small_certified_cplex,2,objective,318003.825274171
ap_small_certified_cplex,2,best_bound,318003.825274171
ap_small_certified_cplex,2,gap,0
ap_small_certified_cplex,2,runtime_s,1.21021056175232
ap_small_certified_cplex,3,instance_name,ap10_loose_q3_a040
ap_small_certified_cplex,3,scale,ap10
ap_small_certified_cplex,3,setting,loose
ap_small_certified_cplex,3,q,3
ap_small_certified_cplex,3,alpha,0.4
ap_small_certified_cplex,3,time_limit_s,300
ap_small_certified_cplex,3,status_class,certified_optimal
ap_small_certified_cplex,3,objective,318003.825274171
ap_small_certified_cplex,3,best_bound,318003.825274171
ap_small_certified_cplex,3,gap,0
ap_small_certified_cplex,3,runtime_s,1.13132524490356
ap_small_certified_cplex,4,instance_name,ap10_loose_q3_a050
ap_small_certified_cplex,4,scale,ap10
ap_small_certified_cplex,4,setting,loose
ap_small_certified_cplex,4,q,3
ap_small_certified_cplex,4,alpha,0.5
ap_small_certified_cplex,4,time_limit_s,300
ap_small_certified_cplex,4,status_class,certified_optimal
ap_small_certified_cplex,4,objective,318003.825274171
ap_small_certified_cplex,4,best_bound,318003.825274171
ap_small_certified_cplex,4,gap,0
ap_small_certified_cplex,4,runtime_s,1.09487152099609
ap_small_certified_cplex,5,instance_name,ap10_loose_q3_a060
ap_small_certified_cplex,5,scale,ap10
ap_small_certified_cplex,5,setting,loose
ap_small_certified_cplex,5,q,3
ap_small_certified_cplex,5,alpha,0.6
ap_small_certified_cplex,5,time_limit_s,300
ap_small_certified_cplex,5,status_class,certified_optimal
ap_small_certified_cplex,5,objective,318003.825274171
ap_small_certified_cplex,5,best_bound,318003.825274171
ap_small_certified_cplex,5,gap,0
ap_small_certified_cplex,5,runtime_s,1.09641551971436
ap_small_certified_cplex,6,instance_name,ap10_loose_q3_a070
ap_small_certified_cplex,6,scale,ap10
ap_small_certified_cplex,6,setting,loose
ap_small_certified_cplex,6,q,3
ap_small_certified_cplex,6,alpha,0.7
ap_small_certified_cplex,6,time_limit_s,300
ap_small_certified_cplex,6,status_class,certified_optimal
ap_small_certified_cplex,6,objective,318003.825274171
ap_small_certified_cplex,6,best_bound,318003.825274171
ap_small_certified_cplex,6,gap,0
ap_small_certified_cplex,6,runtime_s,1.10063147544861
ap_small_certified_cplex,7,instance_name,ap10_loose_q3_a080
ap_small_certified_cplex,7,scale,ap10
ap_small_certified_cplex,7,setting,loose
ap_small_certified_cplex,7,q,3
ap_small_certified_cplex,7,alpha,0.8
ap_small_certified_cplex,7,time_limit_s,300
ap_small_certified_cplex,7,status_class,certified_optimal
ap_small_certified_cplex,7,objective,318003.825274171
ap_small_certified_cplex,7,best_bound,318003.825274171
ap_small_certified_cplex,7,gap,0
ap_small_certified_cplex,7,runtime_s,1.05793786048889
ap_small_certified_cplex,8,instance_name,ap10_loose_q3_a090
ap_small_certified_cplex,8,scale,ap10
ap_small_certified_cplex,8,setting,loose
ap_small_certified_cplex,8,q,3
ap_small_certified_cplex,8,alpha,0.9
ap_small_certified_cplex,8,time_limit_s,300
ap_small_certified_cplex,8,status_class,certified_optimal
ap_small_certified_cplex,8,objective,318003.825274171
ap_small_certified_cplex,8,best_bound,318003.825274171
ap_small_certified_cplex,8,gap,0
ap_small_certified_cplex,8,runtime_s,1.1254870891571
ap_small_certified_cplex,9,instance_name,ap10_loose_q4_a020
ap_small_certified_cplex,9,scale,ap10
ap_small_certified_cplex,9,setting,loose
ap_small_certified_cplex,9,q,4
ap_small_certified_cplex,9,alpha,0.2
ap_small_certified_cplex,9,time_limit_s,300
ap_small_certified_cplex,9,status_class,certified_optimal
ap_small_certified_cplex,9,objective,299788.635185579
ap_small_certified_cplex,9,best_bound,299788.635185579
ap_small_certified_cplex,9,gap,0
ap_small_certified_cplex,9,runtime_s,0.910915851593018
ap_small_certified_cplex,10,instance_name,ap10_loose_q4_a030
ap_small_certified_cplex,10,scale,ap10
ap_small_certified_cplex,10,setting,loose
ap_small_certified_cplex,10,q,4
ap_small_certified_cplex,10,alpha,0.3
ap_small_certified_cplex,10,time_limit_s,300
ap_small_certified_cplex,10,status_class,certified_optimal
ap_small_certified_cplex,10,objective,299788.635185579
ap_small_certified_cplex,10,best_bound,299788.635185579
ap_small_certified_cplex,10,gap,0
ap_small_certified_cplex,10,runtime_s,0.87682318687439
ap_small_certified_cplex,11,instance_name,ap10_loose_q4_a040
ap_small_certified_cplex,11,scale,ap10
ap_small_certified_cplex,11,setting,loose
ap_small_certified_cplex,11,q,4
ap_small_certified_cplex,11,alpha,0.4
ap_small_certified_cplex,11,time_limit_s,300
ap_small_certified_cplex,11,status_class,certified_optimal
ap_small_certified_cplex,11,objective,299788.635185579
ap_small_certified_cplex,11,best_bound,299788.635185579
ap_small_certified_cplex,11,gap,0
ap_small_certified_cplex,11,runtime_s,0.980422735214233
ap_small_certified_cplex,12,instance_name,ap10_loose_q4_a050
ap_small_certified_cplex,12,scale,ap10
ap_small_certified_cplex,12,setting,loose
ap_small_certified_cplex,12,q,4
ap_small_certified_cplex,12,alpha,0.5
ap_small_certified_cplex,12,time_limit_s,300
ap_small_certified_cplex,12,status_class,certified_optimal
ap_small_certified_cplex,12,objective,299788.635185579
ap_small_certified_cplex,12,best_bound,299788.635185579
ap_small_certified_cplex,12,gap,0
ap_small_certified_cplex,12,runtime_s,1.00880479812622
ap_small_certified_cplex,13,instance_name,ap10_loose_q4_a060
ap_small_certified_cplex,13,scale,ap10
ap_small_certified_cplex,13,setting,loose
ap_small_certified_cplex,13,q,4
ap_small_certified_cplex,13,alpha,0.6
ap_small_certified_cplex,13,time_limit_s,300
ap_small_certified_cplex,13,status_class,certified_optimal
ap_small_certified_cplex,13,objective,299788.635185579
ap_small_certified_cplex,13,best_bound,299788.635185579
ap_small_certified_cplex,13,gap,0
ap_small_certified_cplex,13,runtime_s,0.939593553543091
ap_small_certified_cplex,14,instance_name,ap10_loose_q4_a070
ap_small_certified_cplex,14,scale,ap10
ap_small_certified_cplex,14,setting,loose
ap_small_certified_cplex,14,q,4
ap_small_certified_cplex,14,alpha,0.7
ap_small_certified_cplex,14,time_limit_s,300
ap_small_certified_cplex,14,status_class,certified_optimal
ap_small_certified_cplex,14,objective,299788.635185579
ap_small_certified_cplex,14,best_bound,299788.635185579
ap_small_certified_cplex,14,gap,0
ap_small_certified_cplex,14,runtime_s,0.998812198638916
ap_small_certified_cplex,15,instance_name,ap10_loose_q4_a080
ap_small_certified_cplex,15,scale,ap10
ap_small_certified_cplex,15,setting,loose
ap_small_certified_cplex,15,q,4
ap_small_certified_cplex,15,alpha,0.8
ap_small_certified_cplex,15,time_limit_s,300
ap_small_certified_cplex,15,status_class,certified_optimal
ap_small_certified_cplex,15,objective,299788.635185579
ap_small_certified_cplex,15,best_bound,299788.635185579
ap_small_certified_cplex,15,gap,0
ap_small_certified_cplex,15,runtime_s,1.02711629867554
ap_small_certified_cplex,16,instance_name,ap10_loose_q4_a090
ap_small_certified_cplex,16,scale,ap10
ap_small_certified_cplex,16,setting,loose
ap_small_certified_cplex,16,q,4
ap_small_certified_cplex,16,alpha,0.9
ap_small_certified_cplex,16,time_limit_s,300
ap_small_certified_cplex,16,status_class,certified_optimal
ap_small_certified_cplex,16,objective,299788.635185579
ap_small_certified_cplex,16,best_bound,299788.635185579
ap_small_certified_cplex,16,gap,0
ap_small_certified_cplex,16,runtime_s,0.97382116317749
ap_small_certified_cplex,17,instance_name,ap10_loose_q5_a020
ap_small_certified_cplex,17,scale,ap10
ap_small_certified_cplex,17,setting,loose
ap_small_certified_cplex,17,q,5
ap_small_certified_cplex,17,alpha,0.2
ap_small_certified_cplex,17,time_limit_s,300
ap_small_certified_cplex,17,status_class,certified_optimal
ap_small_certified_cplex,17,objective,289019.579413862
ap_small_certified_cplex,17,best_bound,289019.579413862
ap_small_certified_cplex,17,gap,0
ap_small_certified_cplex,17,runtime_s,1.12972593307495
ap_small_certified_cplex,18,instance_name,ap10_loose_q5_a030
ap_small_certified_cplex,18,scale,ap10
ap_small_certified_cplex,18,setting,loose
ap_small_certified_cplex,18,q,5
ap_small_certified_cplex,18,alpha,0.3
ap_small_certified_cplex,18,time_limit_s,300
ap_small_certified_cplex,18,status_class,certified_optimal
ap_small_certified_cplex,18,objective,289019.579413862
ap_small_certified_cplex,18,best_bound,289019.579413862
ap_small_certified_cplex,18,gap,0
ap_small_certified_cplex,18,runtime_s,1.01171064376831
ap_small_certified_cplex,19,instance_name,ap10_loose_q5_a040
ap_small_certified_cplex,19,scale,ap10
ap_small_certified_cplex,19,setting,loose
ap_small_certified_cplex,19,q,5
ap_small_certified_cplex,19,alpha,0.4
ap_small_certified_cplex,19,time_limit_s,300
ap_small_certified_cplex,19,status_class,certified_optimal
ap_small_certified_cplex,19,objective,289019.579413862
ap_small_certified_cplex,19,best_bound,289019.579413862
ap_small_certified_cplex,19,gap,0
ap_small_certified_cplex,19,runtime_s,1.13248109817505
ap_small_certified_cplex,20,instance_name,ap10_loose_q5_a050
ap_small_certified_cplex,20,scale,ap10
ap_small_certified_cplex,20,setting,loose
ap_small_certified_cplex,20,q,5
ap_small_certified_cplex,20,alpha,0.5
ap_small_certified_cplex,20,time_limit_s,300
ap_small_certified_cplex,20,status_class,certified_optimal
ap_small_certified_cplex,20,objective,289019.579413862
ap_small_certified_cplex,20,best_bound,289019.579413862
ap_small_certified_cplex,20,gap,0
ap_small_certified_cplex,20,runtime_s,0.975247144699097
ap_small_certified_cplex,21,instance_name,ap10_loose_q5_a060
ap_small_certified_cplex,21,scale,ap10
ap_small_certified_cplex,21,setting,loose
ap_small_certified_cplex,21,q,5
ap_small_certified_cplex,21,alpha,0.6
ap_small_certified_cplex,21,time_limit_s,300
ap_small_certified_cplex,21,status_class,certified_optimal
ap_small_certified_cplex,21,objective,289019.579413862
ap_small_certified_cplex,21,best_bound,289019.579413862
ap_small_certified_cplex,21,gap,0
ap_small_certified_cplex,21,runtime_s,1.15828156471252
ap_small_certified_cplex,22,instance_name,ap10_loose_q5_a070
ap_small_certified_cplex,22,scale,ap10
ap_small_certified_cplex,22,setting,loose
ap_small_certified_cplex,22,q,5
ap_small_certified_cplex,22,alpha,0.7
ap_small_certified_cplex,22,time_limit_s,300
ap_small_certified_cplex,22,status_class,certified_optimal
ap_small_certified_cplex,22,objective,289019.579413862
ap_small_certified_cplex,22,best_bound,289019.579413862
ap_small_certified_cplex,22,gap,0
ap_small_certified_cplex,22,runtime_s,1.13296508789063
ap_small_certified_cplex,23,instance_name,ap10_loose_q5_a080
ap_small_certified_cplex,23,scale,ap10
ap_small_certified_cplex,23,setting,loose
ap_small_certified_cplex,23,q,5
ap_small_certified_cplex,23,alpha,0.8
ap_small_certified_cplex,23,time_limit_s,300
ap_small_certified_cplex,23,status_class,certified_optimal
ap_small_certified_cplex,23,objective,289019.579413862
ap_small_certified_cplex,23,best_bound,289019.579413862
ap_small_certified_cplex,23,gap,0
ap_small_certified_cplex,23,runtime_s,1.07741761207581
ap_small_certified_cplex,24,instance_name,ap10_loose_q5_a090
ap_small_certified_cplex,24,scale,ap10
ap_small_certified_cplex,24,setting,loose
ap_small_certified_cplex,24,q,5
ap_small_certified_cplex,24,alpha,0.9
ap_small_certified_cplex,24,time_limit_s,300
ap_small_certified_cplex,24,status_class,certified_optimal
ap_small_certified_cplex,24,objective,289019.579413862
ap_small_certified_cplex,24,best_bound,289019.579413862
ap_small_certified_cplex,24,gap,0
ap_small_certified_cplex,24,runtime_s,1.08122611045837
ap_small_certified_cplex,25,instance_name,ap10_tight_q3_a020
ap_small_certified_cplex,25,scale,ap10
ap_small_certified_cplex,25,setting,tight
ap_small_certified_cplex,25,q,3
ap_small_certified_cplex,25,alpha,0.2
ap_small_certified_cplex,25,time_limit_s,300
ap_small_certified_cplex,25,status_class,certified_optimal
ap_small_certified_cplex,25,objective,3579010.93734023
ap_small_certified_cplex,25,best_bound,3579010.93734023
ap_small_certified_cplex,25,gap,0
ap_small_certified_cplex,25,runtime_s,2.67050409317017
ap_small_certified_cplex,26,instance_name,ap10_tight_q3_a030
ap_small_certified_cplex,26,scale,ap10
ap_small_certified_cplex,26,setting,tight
ap_small_certified_cplex,26,q,3
ap_small_certified_cplex,26,alpha,0.3
ap_small_certified_cplex,26,time_limit_s,300
ap_small_certified_cplex,26,status_class,certified_optimal
ap_small_certified_cplex,26,objective,5133728.55643347
ap_small_certified_cplex,26,best_bound,5133728.55643347
ap_small_certified_cplex,26,gap,0
ap_small_certified_cplex,26,runtime_s,2.35847878456116
ap_small_certified_cplex,27,instance_name,ap10_tight_q3_a040
ap_small_certified_cplex,27,scale,ap10
ap_small_certified_cplex,27,setting,tight
ap_small_certified_cplex,27,q,3
ap_small_certified_cplex,27,alpha,0.4
ap_small_certified_cplex,27,time_limit_s,300
ap_small_certified_cplex,27,status_class,certified_optimal
ap_small_certified_cplex,27,objective,6688446.1755267
ap_small_certified_cplex,27,best_bound,6688446.1755267
ap_small_certified_cplex,27,gap,0
ap_small_certified_cplex,27,runtime_s,2.42129373550415
ap_small_certified_cplex,28,instance_name,ap10_tight_q3_a050
ap_small_certified_cplex,28,scale,ap10
ap_small_certified_cplex,28,setting,tight
ap_small_certified_cplex,28,q,3
ap_small_certified_cplex,28,alpha,0.5
ap_small_certified_cplex,28,time_limit_s,300
ap_small_certified_cplex,28,status_class,certified_optimal
ap_small_certified_cplex,28,objective,8243163.79461993
ap_small_certified_cplex,28,best_bound,8243163.79461993
ap_small_certified_cplex,28,gap,0
ap_small_certified_cplex,28,runtime_s,2.36762976646423
ap_small_certified_cplex,29,instance_name,ap10_tight_q3_a060
ap_small_certified_cplex,29,scale,ap10
ap_small_certified_cplex,29,setting,tight
ap_small_certified_cplex,29,q,3
ap_small_certified_cplex,29,alpha,0.6
ap_small_certified_cplex,29,time_limit_s,300
ap_small_certified_cplex,29,status_class,certified_optimal
ap_small_certified_cplex,29,objective,9797881.41371317
ap_small_certified_cplex,29,best_bound,9797881.41371317
ap_small_certified_cplex,29,gap,0
ap_small_certified_cplex,29,runtime_s,2.59793925285339
ap_small_certified_cplex,30,instance_name,ap10_tight_q3_a070
ap_small_certified_cplex,30,scale,ap10
ap_small_certified_cplex,30,setting,tight
ap_small_certified_cplex,30,q,3
ap_small_certified_cplex,30,alpha,0.7
ap_small_certified_cplex,30,time_limit_s,300
ap_small_certified_cplex,30,status_class,certified_optimal
ap_small_certified_cplex,30,objective,11352599.0328064
ap_small_certified_cplex,30,best_bound,11352599.0328064
ap_small_certified_cplex,30,gap,0
ap_small_certified_cplex,30,runtime_s,2.70633578300476
ap_small_certified_cplex,31,instance_name,ap10_tight_q3_a080
ap_small_certified_cplex,31,scale,ap10
ap_small_certified_cplex,31,setting,tight
ap_small_certified_cplex,31,q,3
ap_small_certified_cplex,31,alpha,0.8
ap_small_certified_cplex,31,time_limit_s,300
ap_small_certified_cplex,31,status_class,certified_optimal
ap_small_certified_cplex,31,objective,12907316.6518996
ap_small_certified_cplex,31,best_bound,12907316.6518996
ap_small_certified_cplex,31,gap,0
ap_small_certified_cplex,31,runtime_s,2.54081535339355
ap_small_certified_cplex,32,instance_name,ap10_tight_q3_a090
ap_small_certified_cplex,32,scale,ap10
ap_small_certified_cplex,32,setting,tight
ap_small_certified_cplex,32,q,3
ap_small_certified_cplex,32,alpha,0.9
ap_small_certified_cplex,32,time_limit_s,300
ap_small_certified_cplex,32,status_class,certified_optimal
ap_small_certified_cplex,32,objective,14462034.2709929
ap_small_certified_cplex,32,best_bound,14462034.2709929
ap_small_certified_cplex,32,gap,0
ap_small_certified_cplex,32,runtime_s,2.51577806472778
ap_small_certified_cplex,33,instance_name,ap10_tight_q4_a020
ap_small_certified_cplex,33,scale,ap10
ap_small_certified_cplex,33,setting,tight
ap_small_certified_cplex,33,q,4
ap_small_certified_cplex,33,alpha,0.2
ap_small_certified_cplex,33,time_limit_s,300
ap_small_certified_cplex,33,status_class,certified_optimal
ap_small_certified_cplex,33,objective,3565997.94703934
ap_small_certified_cplex,33,best_bound,3565997.94703934
ap_small_certified_cplex,33,gap,0
ap_small_certified_cplex,33,runtime_s,2.1290078163147
ap_small_certified_cplex,34,instance_name,ap10_tight_q4_a030
ap_small_certified_cplex,34,scale,ap10
ap_small_certified_cplex,34,setting,tight
ap_small_certified_cplex,34,q,4
ap_small_certified_cplex,34,alpha,0.3
ap_small_certified_cplex,34,time_limit_s,300
ap_small_certified_cplex,34,status_class,certified_optimal
ap_small_certified_cplex,34,objective,5120715.56613258
ap_small_certified_cplex,34,best_bound,5120715.56613258
ap_small_certified_cplex,34,gap,0
ap_small_certified_cplex,34,runtime_s,2.57425332069397
ap_small_certified_cplex,35,instance_name,ap10_tight_q4_a040
ap_small_certified_cplex,35,scale,ap10
ap_small_certified_cplex,35,setting,tight
ap_small_certified_cplex,35,q,4
ap_small_certified_cplex,35,alpha,0.4
ap_small_certified_cplex,35,time_limit_s,300
ap_small_certified_cplex,35,status_class,certified_optimal
ap_small_certified_cplex,35,objective,6675433.18522581
ap_small_certified_cplex,35,best_bound,6675433.18522581
ap_small_certified_cplex,35,gap,0
ap_small_certified_cplex,35,runtime_s,2.23721361160278
ap_small_certified_cplex,36,instance_name,ap10_tight_q4_a050
ap_small_certified_cplex,36,scale,ap10
ap_small_certified_cplex,36,setting,tight
ap_small_certified_cplex,36,q,4
ap_small_certified_cplex,36,alpha,0.5
ap_small_certified_cplex,36,time_limit_s,300
ap_small_certified_cplex,36,status_class,certified_optimal
ap_small_certified_cplex,36,objective,8230150.80431904
ap_small_certified_cplex,36,best_bound,8230150.80431904
ap_small_certified_cplex,36,gap,0
ap_small_certified_cplex,36,runtime_s,2.60691738128662
ap_small_certified_cplex,37,instance_name,ap10_tight_q4_a060
ap_small_certified_cplex,37,scale,ap10
ap_small_certified_cplex,37,setting,tight
ap_small_certified_cplex,37,q,4
ap_small_certified_cplex,37,alpha,0.6
ap_small_certified_cplex,37,time_limit_s,300
ap_small_certified_cplex,37,status_class,certified_optimal
ap_small_certified_cplex,37,objective,9784868.42341228
ap_small_certified_cplex,37,best_bound,9784868.42341228
ap_small_certified_cplex,37,gap,0
ap_small_certified_cplex,37,runtime_s,2.78214406967163
ap_small_certified_cplex,38,instance_name,ap10_tight_q4_a070
ap_small_certified_cplex,38,scale,ap10
ap_small_certified_cplex,38,setting,tight
ap_small_certified_cplex,38,q,4
ap_small_certified_cplex,38,alpha,0.7
ap_small_certified_cplex,38,time_limit_s,300
ap_small_certified_cplex,38,status_class,certified_optimal
ap_small_certified_cplex,38,objective,11339586.0425055
ap_small_certified_cplex,38,best_bound,11339586.0425055
ap_small_certified_cplex,38,gap,0
ap_small_certified_cplex,38,runtime_s,1.87407732009888
ap_small_certified_cplex,39,instance_name,ap10_tight_q4_a080
ap_small_certified_cplex,39,scale,ap10
ap_small_certified_cplex,39,setting,tight
ap_small_certified_cplex,39,q,4
ap_small_certified_cplex,39,alpha,0.8
ap_small_certified_cplex,39,time_limit_s,300
ap_small_certified_cplex,39,status_class,certified_optimal
ap_small_certified_cplex,39,objective,12894303.6615987
ap_small_certified_cplex,39,best_bound,12894303.6615987
ap_small_certified_cplex,39,gap,0
ap_small_certified_cplex,39,runtime_s,2.38036918640137
ap_small_certified_cplex,40,instance_name,ap10_tight_q4_a090
ap_small_certified_cplex,40,scale,ap10
ap_small_certified_cplex,40,setting,tight
ap_small_certified_cplex,40,q,4
ap_small_certified_cplex,40,alpha,0.9
ap_small_certified_cplex,40,time_limit_s,300
ap_small_certified_cplex,40,status_class,certified_optimal
ap_small_certified_cplex,40,objective,14449021.280692
ap_small_certified_cplex,40,best_bound,14449021.280692
ap_small_certified_cplex,40,gap,0
ap_small_certified_cplex,40,runtime_s,2.3024001121521
ap_small_certified_cplex,41,instance_name,ap10_tight_q5_a020
ap_small_certified_cplex,41,scale,ap10
ap_small_certified_cplex,41,setting,tight
ap_small_certified_cplex,41,q,5
ap_small_certified_cplex,41,alpha,0.2
ap_small_certified_cplex,41,time_limit_s,300
ap_small_certified_cplex,41,status_class,certified_optimal
ap_small_certified_cplex,41,objective,3551479.64521638
ap_small_certified_cplex,41,best_bound,3551479.64521639
ap_small_certified_cplex,41,gap,0
ap_small_certified_cplex,41,runtime_s,3.00169253349304
ap_small_certified_cplex,42,instance_name,ap10_tight_q5_a030
ap_small_certified_cplex,42,scale,ap10
ap_small_certified_cplex,42,setting,tight
ap_small_certified_cplex,42,q,5
ap_small_certified_cplex,42,alpha,0.3
ap_small_certified_cplex,42,time_limit_s,300
ap_small_certified_cplex,42,status_class,certified_optimal
ap_small_certified_cplex,42,objective,5106197.26430962
ap_small_certified_cplex,42,best_bound,5106197.26430962
ap_small_certified_cplex,42,gap,0
ap_small_certified_cplex,42,runtime_s,2.50540089607239
ap_small_certified_cplex,43,instance_name,ap10_tight_q5_a040
ap_small_certified_cplex,43,scale,ap10
ap_small_certified_cplex,43,setting,tight
ap_small_certified_cplex,43,q,5
ap_small_certified_cplex,43,alpha,0.4
ap_small_certified_cplex,43,time_limit_s,300
ap_small_certified_cplex,43,status_class,certified_optimal
ap_small_certified_cplex,43,objective,6660914.88340286
ap_small_certified_cplex,43,best_bound,6660914.88340286
ap_small_certified_cplex,43,gap,0
ap_small_certified_cplex,43,runtime_s,2.33239245414734
ap_small_certified_cplex,44,instance_name,ap10_tight_q5_a050
ap_small_certified_cplex,44,scale,ap10
ap_small_certified_cplex,44,setting,tight
ap_small_certified_cplex,44,q,5
ap_small_certified_cplex,44,alpha,0.5
ap_small_certified_cplex,44,time_limit_s,300
ap_small_certified_cplex,44,status_class,certified_optimal
ap_small_certified_cplex,44,objective,8215632.50249609
ap_small_certified_cplex,44,best_bound,8215632.50249609
ap_small_certified_cplex,44,gap,0
ap_small_certified_cplex,44,runtime_s,2.37910628318787
ap_small_certified_cplex,45,instance_name,ap10_tight_q5_a060
ap_small_certified_cplex,45,scale,ap10
ap_small_certified_cplex,45,setting,tight
ap_small_certified_cplex,45,q,5
ap_small_certified_cplex,45,alpha,0.6
ap_small_certified_cplex,45,time_limit_s,300
ap_small_certified_cplex,45,status_class,certified_optimal
ap_small_certified_cplex,45,objective,9770350.12158932
ap_small_certified_cplex,45,best_bound,9770350.12158932
ap_small_certified_cplex,45,gap,0
ap_small_certified_cplex,45,runtime_s,2.47498393058777
ap_small_certified_cplex,46,instance_name,ap10_tight_q5_a070
ap_small_certified_cplex,46,scale,ap10
ap_small_certified_cplex,46,setting,tight
ap_small_certified_cplex,46,q,5
ap_small_certified_cplex,46,alpha,0.7
ap_small_certified_cplex,46,time_limit_s,300
ap_small_certified_cplex,46,status_class,certified_optimal
ap_small_certified_cplex,46,objective,11325067.7406826
ap_small_certified_cplex,46,best_bound,11325067.7406826
ap_small_certified_cplex,46,gap,0
ap_small_certified_cplex,46,runtime_s,2.42810034751892
ap_small_certified_cplex,47,instance_name,ap10_tight_q5_a080
ap_small_certified_cplex,47,scale,ap10
ap_small_certified_cplex,47,setting,tight
ap_small_certified_cplex,47,q,5
ap_small_certified_cplex,47,alpha,0.8
ap_small_certified_cplex,47,time_limit_s,300
ap_small_certified_cplex,47,status_class,certified_optimal
ap_small_certified_cplex,47,objective,12879785.3597758
ap_small_certified_cplex,47,best_bound,12879785.3597758
ap_small_certified_cplex,47,gap,0
ap_small_certified_cplex,47,runtime_s,2.60783529281616
ap_small_certified_cplex,48,instance_name,ap10_tight_q5_a090
ap_small_certified_cplex,48,scale,ap10
ap_small_certified_cplex,48,setting,tight
ap_small_certified_cplex,48,q,5
ap_small_certified_cplex,48,alpha,0.9
ap_small_certified_cplex,48,time_limit_s,300
ap_small_certified_cplex,48,status_class,certified_optimal
ap_small_certified_cplex,48,objective,14434502.978869
ap_small_certified_cplex,48,best_bound,14434502.978869
ap_small_certified_cplex,48,gap,0
ap_small_certified_cplex,48,runtime_s,3.05969500541687
ap_small_certified_cplex,49,instance_name,ap15_loose_q3_a020
ap_small_certified_cplex,49,scale,ap15
ap_small_certified_cplex,49,setting,loose
ap_small_certified_cplex,49,q,3
ap_small_certified_cplex,49,alpha,0.2
ap_small_certified_cplex,49,time_limit_s,300
ap_small_certified_cplex,49,status_class,certified_optimal
ap_small_certified_cplex,49,objective,424425.033442666
ap_small_certified_cplex,49,best_bound,424425.033442666
ap_small_certified_cplex,49,gap,0
ap_small_certified_cplex,49,runtime_s,51.8145279884338
ap_small_certified_cplex,50,instance_name,ap15_loose_q3_a030
ap_small_certified_cplex,50,scale,ap15
ap_small_certified_cplex,50,setting,loose
ap_small_certified_cplex,50,q,3
ap_small_certified_cplex,50,alpha,0.3
ap_small_certified_cplex,50,time_limit_s,300
ap_small_certified_cplex,50,status_class,certified_optimal
ap_small_certified_cplex,50,objective,424425.033442666
ap_small_certified_cplex,50,best_bound,424425.033442666
ap_small_certified_cplex,50,gap,0
ap_small_certified_cplex,50,runtime_s,11.6408913135529
ap_small_certified_cplex,51,instance_name,ap15_loose_q3_a040
ap_small_certified_cplex,51,scale,ap15
ap_small_certified_cplex,51,setting,loose
ap_small_certified_cplex,51,q,3
ap_small_certified_cplex,51,alpha,0.4
ap_small_certified_cplex,51,time_limit_s,300
ap_small_certified_cplex,51,status_class,certified_optimal
ap_small_certified_cplex,51,objective,424425.033442666
ap_small_certified_cplex,51,best_bound,424425.033442666
ap_small_certified_cplex,51,gap,0
ap_small_certified_cplex,51,runtime_s,10.2931156158447
ap_small_certified_cplex,52,instance_name,ap15_loose_q3_a050
ap_small_certified_cplex,52,scale,ap15
ap_small_certified_cplex,52,setting,loose
ap_small_certified_cplex,52,q,3
ap_small_certified_cplex,52,alpha,0.5
ap_small_certified_cplex,52,time_limit_s,300
ap_small_certified_cplex,52,status_class,certified_optimal
ap_small_certified_cplex,52,objective,424425.033442666
ap_small_certified_cplex,52,best_bound,424425.033442666
ap_small_certified_cplex,52,gap,0
ap_small_certified_cplex,52,runtime_s,9.37842297554016
ap_small_certified_cplex,53,instance_name,ap15_loose_q3_a060
ap_small_certified_cplex,53,scale,ap15
ap_small_certified_cplex,53,setting,loose
ap_small_certified_cplex,53,q,3
ap_small_certified_cplex,53,alpha,0.6
ap_small_certified_cplex,53,time_limit_s,300
ap_small_certified_cplex,53,status_class,certified_optimal
ap_small_certified_cplex,53,objective,424425.033442666
ap_small_certified_cplex,53,best_bound,424425.033442666
ap_small_certified_cplex,53,gap,0
ap_small_certified_cplex,53,runtime_s,8.12746334075928
ap_small_certified_cplex,54,instance_name,ap15_loose_q3_a070
ap_small_certified_cplex,54,scale,ap15
ap_small_certified_cplex,54,setting,loose
ap_small_certified_cplex,54,q,3
ap_small_certified_cplex,54,alpha,0.7
ap_small_certified_cplex,54,time_limit_s,300
ap_small_certified_cplex,54,status_class,certified_optimal
ap_small_certified_cplex,54,objective,424425.033442666
ap_small_certified_cplex,54,best_bound,424425.033442666
ap_small_certified_cplex,54,gap,0
ap_small_certified_cplex,54,runtime_s,9.16627287864685
